PlayerID,Year,Team,PlayerName,Age,HeightCm,WeightKg,Fitness,Speed,Strength,Agility
61,1950,Team G,Phillip Ryan,29,189.3,90.8,91.9,90.3,61.1,58.0
62,1950,Team G,Richard Moreno,21,173.8,76.1,64.1,75.9,84.1,98.5
63,1950,Team G,Aaron Nguyen,29,168.6,74.8,60.0,79.1,74.4,51.1
64,1950,Team G,Alec Hickman,30,171.9,97.9,79.1,78.7,66.8,87.2
65,1950,Team G,Shawn Decker,20,180.4,68.1,66.5,68.5,91.1,81.7
66,1950,Team G,Eric Brown,29,172.1,81.3,84.4,57.9,76.0,75.8
67,1950,Team G,Shawn Arroyo,26,187.0,68.6,64.2,74.5,55.9,98.7
68,1950,Team G,Bradley Tucker,20,197.6,75.6,77.9,71.7,98.3,79.8
69,1950,Team G,Benjamin Hodges,30,173.3,97.3,81.2,60.3,58.0,94.1
70,1950,Team G,Ralph Anderson,35,183.5,79.0,74.3,64.3,67.5,97.0
71,1950,Team G,John Pierce,32,188.9,80.7,65.9,62.4,75.7,66.7
72,1950,Team G,Derek Brennan,29,190.6,76.1,68.3,79.1,71.4,52.5
73,1950,Team O,Jay Lewis,28,194.3,65.8,76.3,97.9,96.8,88.7
74,1950,Team O,Joshua Blair,21,190.9,77.5,79.4,55.2,68.3,77.0
75,1950,Team O,Curtis Collins,23,173.0,105.4,71.3,73.9,53.8,64.0
76,1950,Team O,Zachary Santos,27,165.7,90.6,69.5,70.7,80.9,62.2
77,1950,Team O,Jeffrey Holmes,23,199.8,94.2,84.6,74.6,59.4,75.9
78,1950,Team O,Bryan Walker,29,190.3,103.0,84.2,52.0,63.3,86.1
79,1950,Team O,George Chapman,24,184.1,85.8,94.5,98.7,78.6,56.4
80,1950,Team O,David Robinson,27,188.4,92.8,71.9,97.0,80.3,73.7
81,1950,Team O,Benjamin Welch,34,174.6,101.5,72.8,70.0,60.9,78.2
82,1950,Team O,Darryl Whitehead,33,172.7,85.6,62.1,85.3,56.7,85.2
83,1950,Team O,Scott Jones,24,184.6,93.4,90.6,89.3,90.9,84.6
84,1950,Team O,David Caldwell,22,194.0,97.3,83.7,87.8,59.1,88.1
85,1950,Team O,Daniel Anderson,23,172.3,103.5,63.2,87.0,56.6,73.2
86,1950,Team O,Timothy Duncan,24,175.2,92.2,66.5,87.3,57.0,72.8
87,1950,Team O,John Mueller,35,193.8,95.3,95.0,88.9,95.8,53.0
88,1950,Team O,Robert Lee,30,194.3,98.1,81.0,60.2,76.4,52.7
89,1950,Team O,Brent Jordan,22,191.7,70.5,91.8,54.8,80.1,66.4
90,1950,Team O,Jeff Owens,28,184.0,75.6,96.0,74.3,85.8,51.4
91,1950,Team O,Nicholas Nunez,34,176.2,75.2,91.1,59.1,79.7,71.9
92,1950,Team O,William Garcia,22,166.9,91.1,97.2,95.4,87.0,77.9
93,1950,Team O,James Morgan,32,189.1,73.8,60.8,83.7,98.5,95.5
94,1950,Team O,Scott Wright,23,179.3,67.9,80.8,63.2,80.2,57.1
95,1950,Team O,Connor West,23,171.3,85.2,74.0,95.2,95.3,88.4
96,1950,Team O,Javier Ramirez,31,185.9,75.1,94.2,87.4,91.2,68.4
97,1950,Team O,David Leblanc,29,180.1,67.8,65.9,83.3,68.9,62.2
98,1950,Team O,Jeremy Callahan,32,190.5,86.7,99.6,96.2,83.8,94.2
99,1950,Team O,Joshua Williams,24,176.6,108.2,83.2,61.4,94.9,81.9
100,1950,Team O,Zachary Huff,24,174.1,69.2,89.7,66.2,68.1,66.2
101,1950,Team E,Wayne House,32,197.8,103.0,92.1,62.9,83.9,84.6
102,1950,Team E,Samuel Martin,20,192.1,96.8,77.0,99.1,99.4,87.4
103,1950,Team E,John Lewis,23,171.2,73.0,72.7,84.9,78.8,53.9
104,1950,Team E,James Brown,34,165.3,69.8,64.0,91.6,86.4,54.4
105,1950,Team E,James Galloway,33,179.6,85.5,95.6,77.7,90.3,72.0
106,1950,Team E,Derek Bowers,33,177.3,87.5,70.9,56.0,53.4,87.2
107,1950,Team E,Jesse Henderson,26,186.1,108.9,67.3,73.3,95.2,61.6
108,1950,Team E,Tyler Cowan,33,178.4,81.5,71.2,85.4,75.9,96.5
109,1950,Team E,Justin Higgins,32,199.5,80.4,79.1,83.3,59.8,72.7
110,1950,Team E,Christopher Phillips,20,188.7,87.7,74.3,53.7,76.8,70.1
111,1950,Team E,Wayne Riley,31,189.1,88.2,73.9,99.6,55.1,51.1
112,1950,Team E,Joshua Adkins,24,169.1,76.4,71.6,51.5,58.6,82.9
113,1950,Team E,Anthony Silva,26,191.7,66.0,90.3,87.4,89.8,81.3
114,1950,Team E,Jonathan Farrell,33,181.8,91.1,91.0,60.1,56.6,71.2
115,1950,Team E,Christopher Yu,31,176.7,73.0,93.9,52.2,94.9,63.1
116,1950,Team E,Bobby Lopez,24,196.9,92.0,88.7,64.5,53.9,63.8
117,1950,Team E,Kurt Leonard,34,175.9,78.5,97.4,86.7,81.6,66.6
118,1950,Team E,David Wilson,21,197.7,75.2,72.4,96.0,92.6,82.2
119,1950,Team E,Steve Sanchez,22,179.6,77.6,99.5,99.0,88.0,84.6
120,1950,Team E,Kristopher Harvey,30,197.1,103.7,92.9,54.2,68.3,62.8
121,1950,Team E,Jason Silva,21,165.1,103.7,89.4,54.0,64.5,89.0
122,1950,Team E,Joseph Donovan,35,181.1,106.2,71.8,80.3,79.1,83.8
123,1950,Team E,Dan Moran,33,187.7,89.5,66.0,82.4,50.1,99.9
124,1950,Team E,David Foster,29,169.7,66.6,93.3,79.5,51.8,59.8
125,1950,Team E,Michael Evans,20,166.3,65.9,68.4,76.7,89.7,95.4
126,1950,Team E,Eugene Walton,20,197.3,104.4,87.0,64.3,99.2,88.0
127,1950,Team K,Benjamin Ellis,33,188.0,68.8,96.8,82.2,64.1,77.3
128,1950,Team K,Zachary Ferrell,21,191.4,97.3,85.6,92.4,62.1,68.6
129,1950,Team K,Benjamin Lewis,21,186.3,81.4,66.2,51.6,62.9,58.1
130,1950,Team K,Derek Mahoney,27,192.8,70.1,75.4,67.4,77.8,76.5
131,1950,Team K,Stanley Suarez,23,177.5,105.5,97.8,67.2,55.4,58.1
132,1950,Team K,Jacob Moore,34,171.3,89.4,62.3,85.9,63.3,79.1
133,1950,Team K,Roy Warner,32,178.9,97.4,94.2,63.2,53.1,75.8
134,1950,Team K,Logan Archer,21,170.4,80.1,88.6,74.9,63.5,87.6
135,1950,Team K,Matthew Smith,34,168.4,105.6,99.4,89.0,60.2,74.2
136,1950,Team K,Robert Evans,23,180.1,102.1,66.5,63.1,54.9,95.8
137,1950,Team K,Matthew Mcmillan,22,199.1,97.6,72.3,71.1,95.4,90.9
138,1950,Team K,Chad Wilson,27,181.6,82.0,73.6,74.3,50.3,89.5
139,1950,Team K,Brian Tran,28,168.3,105.5,72.9,50.2,96.0,59.0
140,1950,Team K,Dominic Jacobs,35,191.8,102.2,60.9,51.2,57.6,64.0
141,1950,Team K,Mitchell Harris,32,174.7,79.5,88.9,57.6,90.2,80.9
142,1950,Team K,Mark Baker,20,192.2,105.7,91.0,75.0,92.2,80.0
143,1950,Team K,John Whitehead,21,194.0,88.6,78.0,69.6,59.5,50.5
144,1950,Team K,Ryan Davis,23,186.5,104.8,75.8,63.5,61.1,91.3
145,1950,Team K,Jeff Hill,29,186.5,108.7,71.9,97.3,68.5,84.8
146,1950,Team K,Aaron Wise,34,196.0,86.7,79.3,61.1,72.1,55.7
147,1950,Team K,Mark Green,35,165.2,111.5,86.4,65.2,51.7,70.8
148,1950,Team K,Patrick Arnold,25,186.2,110.6,92.5,64.0,98.4,77.0
149,1950,Team K,Jeffrey Smith,30,180.9,72.1,98.4,90.1,88.1,87.5
150,1950,Team H,Benjamin Ware,31,191.9,69.1,65.9,51.6,53.9,56.8
151,1950,Team H,Stuart Gardner,20,198.6,101.4,60.4,96.0,96.1,63.2
152,1950,Team H,Ruben Aguilar,30,193.5,69.0,84.4,87.0,93.2,75.8
153,1950,Team H,Charles Anderson,26,170.3,103.7,65.9,67.9,88.4,80.3
154,1950,Team H,Eric Nolan,28,174.8,106.4,97.1,94.3,75.4,98.4
155,1950,Team H,Robert Valencia,29,193.3,69.1,87.8,58.6,89.6,53.9
156,1950,Team H,Steven Clark,23,166.3,92.2,90.4,50.0,74.3,93.2
157,1950,Team H,David Garcia,24,195.2,81.2,97.1,50.0,99.0,61.6
158,1950,Team H,Richard Henson,28,186.6,106.7,82.5,94.1,93.3,91.9
159,1950,Team H,Jason Oliver,35,180.0,68.1,95.8,66.8,74.2,75.9
160,1950,Team H,Christopher Spears,24,179.7,95.0,71.4,63.4,84.8,62.4
161,1950,Team H,Sean Cherry,28,173.2,66.1,69.1,75.1,79.3,81.0
162,1950,Team H,Robert Keith,24,196.7,95.2,64.0,60.3,75.4,62.9
163,1950,Team H,Alexander Doyle,22,198.8,85.2,96.2,58.9,94.9,51.7
164,1950,Team H,Gary Galvan,20,196.8,88.3,70.5,68.1,89.2,86.6
165,1950,Team H,Robert Shields,34,198.4,94.9,93.6,88.2,92.4,71.0
166,1950,Team H,Robert Adams,33,196.3,84.9,96.5,51.0,72.1,73.1
167,1950,Team H,Richard Rodriguez,21,188.8,76.2,95.2,61.9,64.0,52.8
168,1950,Team H,Shane Garrison,22,165.3,83.5,99.9,99.8,79.4,50.9
169,1950,Team H,Daniel Velasquez,34,188.6,94.5,79.4,70.5,83.6,81.1
170,1950,Team H,Joe Torres,32,179.2,109.8,97.7,77.5,91.1,71.4
171,1950,Team H,Robert Perez,29,168.3,93.3,63.3,90.6,72.8,93.3
172,1950,Team H,Alexander Lee,27,187.6,84.2,66.1,94.0,64.0,70.1
173,1950,Team H,Garrett Lin,33,171.2,108.7,69.8,88.7,85.1,64.9
174,1950,Team H,Walter Ramirez,28,170.1,88.9,80.4,60.6,61.6,66.6
175,1950,Team H,Martin Ross,33,179.6,88.7,95.9,53.8,52.8,95.4
176,1950,Team H,William Herrera,25,195.8,98.5,62.9,98.4,70.0,87.3
177,1950,Team B,Todd Wilson,20,168.6,83.8,64.2,64.3,84.9,82.4
178,1950,Team B,Wesley White,27,174.3,72.2,71.9,94.5,51.1,88.2
179,1950,Team B,Victor Baker,29,175.1,78.9,96.4,81.1,86.8,94.0
180,1950,Team B,Brian Hamilton,23,187.4,70.7,87.2,83.6,78.9,66.9
181,1950,Team B,Nicholas Edwards,32,185.1,94.4,64.2,70.2,73.2,75.7
182,1950,Team B,Larry Dixon,29,190.7,105.5,70.5,85.7,64.2,75.7
183,1950,Team B,James Ray,21,168.4,79.3,99.7,51.7,90.7,87.0
184,1950,Team B,David Fletcher,29,197.2,96.4,67.0,93.5,77.8,87.8
185,1950,Team B,Aaron Frost,28,191.8,100.7,63.3,66.1,65.3,69.9
186,1950,Team B,Joshua Ball,34,171.4,87.8,73.1,50.4,68.7,78.0
187,1950,Team B,Patrick Lambert,27,185.6,97.5,98.8,95.2,96.1,69.9
188,1950,Team B,Jackson Jones,24,172.8,85.9,75.1,80.8,83.8,73.0
189,1950,Team B,Matthew Rivera,28,192.0,63.1,94.2,58.3,74.0,67.0
190,1950,Team B,Erik Charles,32,199.4,102.1,61.2,80.5,88.8,61.4
191,1950,Team B,Nathan Evans,28,194.6,86.1,98.7,92.9,75.2,62.4
192,1950,Team B,Eric Ortiz,30,165.2,94.5,91.3,97.2,50.8,91.9
193,1950,Team B,James Phillips,21,193.0,110.8,60.3,94.9,79.2,97.6
194,1950,Team B,Cameron Fisher,27,183.5,72.6,61.8,62.0,74.4,86.9
195,1950,Team B,Todd Byrd,34,193.9,88.7,74.2,61.0,77.3,57.7
196,1950,Team B,Steven Gilbert,26,193.9,92.9,60.7,88.9,71.7,99.9
197,1950,Team B,Eric Kelley,25,186.2,98.5,65.7,81.6,79.6,90.0
198,1950,Team B,Aaron Mitchell,28,176.0,95.3,67.6,88.9,57.3,66.7
199,1950,Team B,Jeffrey Carpenter,33,181.1,90.7,85.8,94.9,63.6,85.7
200,1950,Team B,Matthew Marshall,27,181.3,84.2,87.8,59.2,78.0,97.1
201,1950,Team B,Jeremy Lewis,20,177.0,94.2,63.1,52.3,65.5,92.7
202,1950,Team B,John Santana,33,188.0,70.9,64.9,80.5,60.9,98.9
203,1950,Team B,Robert Jackson,25,169.1,85.1,74.6,82.7,63.1,79.3
204,1950,Team J,Bradley Robertson,26,195.9,81.7,82.3,89.7,94.7,82.3
205,1950,Team J,Mark Rogers,26,193.7,93.7,97.0,61.7,72.8,69.8
206,1950,Team J,Robert Potter,29,193.7,86.2,70.9,85.0,72.1,88.7
207,1950,Team J,Michael Walker,34,196.7,111.0,64.9,70.0,59.4,79.4
208,1950,Team J,Curtis Johnson,27,180.8,91.1,67.0,55.9,73.0,57.5
209,1950,Team J,David Alvarez,22,189.2,88.3,89.5,90.4,86.2,78.7
210,1950,Team J,Samuel Jones,26,198.4,109.4,93.0,87.3,52.7,99.3
211,1950,Team J,Jason Soto,25,176.6,82.8,74.7,50.6,64.9,76.3
212,1950,Team J,Cory Horton,33,195.5,84.9,89.4,61.6,98.1,53.9
213,1950,Team J,Johnny Sanchez,35,197.1,80.6,73.5,58.9,94.5,74.7
135,1950,Team J,Matthew Smith,34,168.4,103.2,77.6,57.4,61.0,89.7
214,1950,Team J,Paul Carrillo,29,185.0,97.3,89.5,77.6,68.5,77.9
215,1950,Team J,Brian Coleman,30,168.5,106.4,72.0,67.3,56.6,53.6
216,1950,Team J,Christopher Rubio,22,178.6,92.5,62.8,98.5,65.4,99.5
217,1950,Team J,Joseph Williams,35,199.3,101.3,78.0,96.9,74.5,91.2
218,1950,Team J,David Charles,32,175.9,111.6,71.2,82.3,54.1,78.2
219,1950,Team J,Jesus Solis,34,165.4,70.6,83.9,61.4,63.2,50.2
220,1950,Team J,Michael Travis,21,169.3,71.4,68.4,63.6,99.8,73.6
221,1950,Team J,Kyle Dodson,31,189.9,64.1,67.3,94.8,78.1,80.7
222,1950,Team J,Steven Salazar,22,198.5,78.6,92.1,74.7,85.8,70.1
223,1950,Team J,Nathan Wagner,22,170.7,65.8,95.8,69.8,54.9,96.3
224,1950,Team J,Ronald Kelley,25,193.1,88.5,97.7,81.5,75.8,89.5
225,1950,Team J,Steven Manning,31,165.0,92.5,75.5,94.9,88.3,80.7
226,1950,Team J,John Green,31,176.6,111.1,99.5,55.9,68.4,78.5
227,1950,Team J,David Walsh,21,174.0,94.8,72.3,96.7,59.1,95.3
228,1950,Team J,Ralph Boyd,25,194.5,75.3,78.2,68.2,80.4,53.1
229,1950,Team J,Mark Hill,29,178.3,93.5,68.3,68.9,77.5,53.4
230,1950,Team J,Billy Mitchell,35,192.9,77.2,80.4,56.0,94.8,62.2
231,1950,Team D,Devon Flores,33,183.7,103.9,60.2,54.5,74.1,93.9
232,1950,Team D,Joshua Taylor,26,189.8,107.0,75.8,64.9,87.6,85.9
233,1950,Team D,David Benson,23,165.3,78.7,73.0,72.5,56.9,52.7
234,1950,Team D,Michael Brown,34,166.5,88.1,64.6,94.0,84.3,55.7
235,1950,Team D,Jason Daniels,33,177.6,70.7,91.5,96.6,78.3,76.1
236,1950,Team D,Jason Clark,32,182.5,80.2,99.0,76.0,72.9,87.3
237,1950,Team D,Jason Stein,23,187.0,100.1,63.9,50.3,95.0,93.3
238,1950,Team D,Kevin Dominguez,25,187.5,94.5,99.0,50.0,72.5,71.4
239,1950,Team D,Scott Cannon,26,175.2,106.7,93.8,94.6,94.8,99.6
240,1950,Team D,James Smith,21,184.9,84.2,79.1,95.2,60.8,98.0
241,1950,Team D,Guy Molina,27,180.1,89.0,64.2,88.4,66.8,90.7
242,1950,Team D,Scott Ashley,26,185.8,106.7,97.9,99.7,69.9,81.2
243,1950,Team D,Jason Adkins,32,170.2,100.0,63.8,72.7,54.8,88.2
244,1950,Team D,Joshua Morrison,23,192.3,98.5,85.7,61.9,85.1,97.7
245,1950,Team D,Daniel Robinson,24,198.2,68.7,69.5,78.5,80.2,75.8
246,1950,Team D,Jeffrey Johnson,23,170.6,103.1,96.0,72.4,68.3,66.9
247,1950,Team D,George Shelton,35,167.5,100.3,64.3,77.6,55.8,54.8
248,1950,Team D,Jared Martin,26,187.5,108.4,61.7,53.0,95.3,51.1
249,1950,Team D,John Anderson,24,174.7,102.2,94.2,69.1,83.8,53.8
250,1950,Team D,Marcus Johnson,29,199.5,65.7,93.7,64.6,73.5,78.1
251,1950,Team D,James Elliott,31,193.4,102.2,85.8,56.1,76.3,85.7
252,1950,Team D,Alexander Day,35,186.2,70.4,97.5,85.1,57.2,54.0
253,1950,Team D,Chad Murray,30,199.6,97.1,76.5,60.5,53.1,65.7
254,1950,Team D,Anthony Gray,28,174.6,107.5,67.9,65.2,95.2,90.3
255,1950,Team D,Daniel Murphy,33,175.3,82.6,65.3,54.1,81.1,97.6
256,1950,Team D,Philip Gray,24,167.2,100.3,63.3,53.4,83.0,72.5
257,1950,Team D,Paul Decker,21,178.7,110.5,82.3,95.0,58.7,64.2
258,1950,Team D,David Miller,25,173.0,92.2,76.1,55.2,56.3,80.0
259,1950,Team M,Alec Ryan,27,186.4,76.6,99.2,62.2,51.7,72.2
260,1950,Team M,Zachary Bell,27,165.3,68.8,81.9,62.3,75.2,73.2
261,1950,Team M,Matthew Harrington,34,189.6,75.8,67.9,99.6,83.2,63.0
262,1950,Team M,Matthew Webster,31,176.5,76.0,69.9,68.9,56.5,70.5
263,1950,Team M,Travis Gonzalez,34,170.7,91.6,73.3,61.8,73.7,82.2
264,1950,Team M,Alex Hernandez,27,186.8,97.7,75.0,51.5,68.0,62.6
265,1950,Team M,Cameron Caldwell,29,166.3,81.7,86.6,70.8,75.9,83.1
266,1950,Team M,Justin Robinson,31,188.8,93.6,60.1,56.1,80.1,71.8
267,1950,Team M,Michael Wang,21,166.7,93.6,62.4,85.2,97.7,76.5
268,1950,Team M,Christopher Lawson,33,165.2,109.6,98.7,71.6,81.3,92.6
269,1950,Team M,Paul Wilson,25,166.6,98.6,78.9,78.4,85.5,75.6
270,1950,Team M,Robert Oconnell,23,193.9,73.0,95.4,88.8,74.2,72.9
271,1950,Team M,Brian Johnson,26,197.1,98.8,62.6,87.1,59.6,96.2
272,1950,Team M,Eric Byrd,28,174.2,109.4,85.4,67.5,81.6,98.6
273,1950,Team M,Tyler Sanders,35,172.7,73.7,73.4,83.7,91.9,92.5
274,1950,Team M,Miguel Jones,23,170.6,65.5,67.2,62.6,79.5,95.1
275,1950,Team M,Michael Burton,23,182.2,82.7,67.1,72.8,60.7,57.6
276,1950,Team M,Brian Barton,31,179.7,69.3,69.7,53.3,82.7,73.9
277,1950,Team M,Samuel Burke,30,177.9,72.7,68.3,68.3,73.0,64.0
278,1950,Team M,Bryan Riggs,35,198.6,98.4,76.6,68.7,70.5,71.5
279,1950,Team M,Richard Reed,27,168.5,79.6,99.2,91.9,59.7,82.3
280,1950,Team M,Jeffrey Wood,22,173.4,74.8,86.0,95.4,78.2,56.8
281,1950,Team M,Jonathan Peterson,35,174.5,92.7,99.2,52.7,63.7,93.7
282,1950,Team I,Samuel Short,31,196.9,71.5,88.5,88.6,54.9,53.2
283,1950,Team I,Brian Yu,22,193.1,80.0,69.7,72.2,58.1,70.7
284,1950,Team I,Mark Poole,25,171.6,82.6,93.1,57.5,80.2,70.5
285,1950,Team I,Michael Graham,27,179.7,94.0,64.2,55.1,65.0,69.2
286,1950,Team I,Nicholas Sheppard,26,182.0,106.2,95.0,56.8,88.4,95.0
287,1950,Team I,Devin Morton,32,175.4,107.9,85.8,95.8,59.5,75.8
288,1950,Team I,Joshua Webb,20,194.1,80.4,75.4,73.3,69.7,51.2
289,1950,Team I,Jeffrey Simon,22,177.1,88.1,93.2,69.1,89.5,54.1
290,1950,Team I,Derrick Christian,22,173.8,102.9,81.4,63.0,92.6,62.3
291,1950,Team I,Ronald Miller,20,175.9,100.0,86.6,84.7,75.2,51.6
292,1950,Team I,Stephen Sanchez,26,171.5,95.6,98.3,87.3,81.9,96.7
293,1950,Team I,John Bishop,28,165.5,71.7,67.4,59.1,57.8,65.6
294,1950,Team I,James Johnson,27,192.3,76.2,63.9,72.3,63.6,79.8
295,1950,Team I,Samuel White,25,186.8,85.6,92.4,67.3,53.2,94.1
296,1950,Team I,Daniel Salinas,27,184.7,106.6,85.3,59.2,55.4,69.3
297,1950,Team I,Gerald Beard,30,188.0,88.4,67.8,64.8,52.3,63.9
298,1950,Team I,Michael Hill,20,171.1,103.9,95.8,56.3,79.7,82.8
299,1950,Team I,Adam Vaughan,33,187.2,88.1,89.9,56.8,63.3,51.0
300,1950,Team I,Bradley Cortez,25,165.2,88.9,96.9,97.6,88.7,93.5
301,1950,Team I,John Chang,29,193.6,97.8,87.1,53.2,56.9,55.5
302,1950,Team I,Michael Brewer,29,171.0,82.8,85.5,71.6,87.8,53.0
303,1950,Team I,John Mcguire,20,191.9,100.8,75.9,52.0,50.6,76.4
304,1950,Team I,Brandon Walker,24,192.1,81.7,96.4,53.2,87.9,85.3
305,1950,Team I,Michael Torres,32,179.8,88.7,90.8,53.0,99.6,59.4
306,1950,Team I,Kevin Kennedy,28,191.4,108.1,87.1,72.4,87.4,75.5
307,1950,Team F,Joseph Coleman,32,185.8,75.6,72.6,74.7,69.7,98.0
308,1950,Team F,Patrick Rivera,33,196.7,71.1,90.6,74.3,59.5,96.1
309,1950,Team F,Michael Nelson,29,186.9,102.9,69.5,72.4,93.0,88.4
310,1950,Team F,David Martinez,23,182.0,98.2,85.7,66.4,78.6,74.8
311,1950,Team F,Corey Wilson,30,193.5,104.6,85.2,88.3,74.8,96.9
312,1950,Team F,Joshua Gill,21,184.5,63.3,99.8,61.1,68.2,84.4
313,1950,Team F,Cody Robinson,29,189.4,72.5,99.5,51.0,65.5,99.6
314,1950,Team F,John Hardy,34,193.1,105.3,95.0,96.7,91.9,96.6
315,1950,Team F,William Warren,27,176.7,80.9,79.8,67.5,90.9,84.0
316,1950,Team F,Douglas Garcia,27,174.2,89.1,67.6,52.4,50.7,68.9
317,1950,Team F,Cory Perez,20,198.7,108.6,95.8,98.2,96.8,98.6
318,1950,Team F,Christopher Smith,31,194.4,87.6,96.6,81.2,89.0,73.4
319,1950,Team F,Joseph Hill,33,192.9,70.9,68.5,65.5,76.4,55.4
320,1950,Team F,William Tran,27,169.4,109.5,73.2,89.9,53.1,97.7
321,1950,Team F,Michael Martinez,21,171.9,95.1,71.9,87.4,55.4,85.9
322,1950,Team F,Sean Henry,27,165.4,103.2,92.5,94.7,53.2,87.5
