PlayerID,PlayerName,HeightCm,Age,WeightKg,Fitness,Speed,Strength,Agility,Bio
147,Mark Green,165.2,45.5,108.8,78.6,78.0,72.7,67.6,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
148,Patrick Arnold,186.2,31.5,107.2,78.5,79.5,80.5,77.8,trains by skateboarding through Hill Valley’s town square.
149,Jeffrey Smith,180.9,55.0,71.9,80.6,77.9,75.4,75.9,has a DeLorean-shaped locker.
150,Benjamin Ware,191.9,34.5,67.8,79.4,67.0,72.3,66.6,wears a replica of Marty McFly’s vest during warmups.
151,Stuart Gardner,198.6,37.5,99.2,76.6,72.2,80.0,74.0,won his first trophy the same day the clock tower was struck by lightning.
152,Ruben Aguilar,193.5,38.0,66.6,76.5,77.4,76.1,72.8,believes Goldie Wilson would’ve made a great football coach.
153,Charles Anderson,170.3,29.2,104.2,76.2,69.3,76.4,76.0,insists his pre-game playlist includes only Huey Lewis and the News.
154,Eric Nolan,174.8,38.5,107.0,79.6,77.6,80.8,78.7,claims he met Doc Brown in a dream and received football advice.
155,Robert Valencia,193.3,38.5,68.3,79.0,70.0,73.6,79.0,refuses to play unless the stadium clock reads exactly 10:04.
156,Steven Clark,166.3,26.0,91.4,86.1,72.0,80.0,83.0,wears a replica of Marty McFly’s vest during warmups.
157,David Garcia,195.2,30.0,83.1,76.8,71.5,75.5,71.2,won his first trophy the same day the clock tower was struck by lightning.
158,Richard Henson,186.6,36.0,108.3,79.7,77.5,76.7,76.6,insists his pre-game playlist includes only Huey Lewis and the News.
159,Jason Oliver,180.0,35.0,68.1,95.8,66.8,74.2,75.9,won his first trophy the same day the clock tower was struck by lightning.
160,Christopher Spears,179.7,37.0,96.6,78.3,78.4,75.3,69.2,refuses to play unless the stadium clock reads exactly 10:04.
161,Sean Cherry,173.2,43.5,65.2,82.1,76.7,76.5,74.4,practices his throws in the parking lot of Twin Pines Mall.
162,Robert Keith,196.7,34.5,94.2,76.6,75.0,73.9,78.4,models his hairstyle after George McFly.
163,Alexander Doyle,198.8,23.0,84.8,92.2,77.2,70.5,62.1,refuses to play unless the stadium clock reads exactly 10:04.
164,Gary Galvan,196.8,26.0,89.2,72.9,72.7,83.2,75.6,practices his throws in the parking lot of Twin Pines Mall.
165,Robert Shields,198.4,40.0,94.8,82.2,79.0,75.0,69.2,trains by skateboarding through Hill Valley’s town square.
166,Robert Adams,196.3,58.1,86.8,81.5,73.1,76.6,74.2,models his hairstyle after George McFly.
167,Richard Rodriguez,188.8,28.0,76.6,83.6,74.7,69.7,71.3,wears a replica of Marty McFly’s vest during warmups.
168,Shane Garrison,165.3,22.0,83.5,99.9,99.8,79.4,50.9,can recite every line from Biff Tannen’s scenes.
169,Daniel Velasquez,188.6,36.5,93.2,72.3,65.2,87.3,79.7,practices his throws in the parking lot of Twin Pines Mall.
170,Joe Torres,179.2,35.5,109.5,76.3,83.8,74.5,77.0,can recite every line from Biff Tannen’s scenes.
171,Robert Perez,168.3,29.0,93.3,63.3,90.6,72.8,93.3,wears a replica of Marty McFly’s vest during warmups.
172,Alexander Lee,187.6,28.0,84.9,69.3,75.8,67.7,68.5,trains by skateboarding through Hill Valley’s town square.
173,Garrett Lin,171.2,47.0,107.6,82.8,73.9,74.8,75.1,wears a replica of Marty McFly’s vest during warmups.
174,Walter Ramirez,170.1,46.5,91.3,81.6,71.8,75.0,72.9,believes Goldie Wilson would’ve made a great football coach.
175,Martin Ross,179.6,39.0,90.5,87.9,72.2,70.0,76.6,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
176,William Herrera,195.8,28.5,100.3,72.2,78.6,79.9,77.5,wears a replica of Marty McFly’s vest during warmups.
177,Todd Wilson,168.6,20.5,81.8,62.4,61.1,91.6,90.6,can recite every line from Biff Tannen’s scenes.
178,Wesley White,174.3,52.0,75.0,81.5,73.2,72.8,74.6,believes the number 88 brings him good luck.
179,Victor Baker,175.1,39.0,77.6,80.2,71.6,78.3,75.4,refuses to play unless the stadium clock reads exactly 10:04.
180,Brian Hamilton,187.4,26.0,70.6,88.7,76.8,75.9,63.7,trains by skateboarding through Hill Valley’s town square.
181,Nicholas Edwards,185.1,34.0,97.5,75.0,69.8,72.9,79.3,has a DeLorean-shaped locker.
182,Larry Dixon,190.7,41.5,106.2,81.1,70.5,71.7,76.4,claims he met Doc Brown in a dream and received football advice.
183,James Ray,168.4,23.0,76.7,77.7,65.0,71.4,79.4,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
184,David Fletcher,197.2,36.5,93.9,79.2,76.5,71.8,71.2,can recite every line from Biff Tannen’s scenes.
185,Aaron Frost,191.8,28.0,100.7,63.3,66.1,65.3,69.9,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
186,Joshua Ball,171.4,37.0,86.9,89.5,70.9,68.7,80.1,claims he met Doc Brown in a dream and received football advice.
187,Patrick Lambert,185.6,34.5,96.9,81.0,76.4,78.5,66.9,can recite every line from Biff Tannen’s scenes.
188,Jackson Jones,172.8,31.5,87.7,80.7,74.6,70.5,76.1,won his first trophy the same day the clock tower was struck by lightning.
189,Matthew Rivera,192.0,32.5,65.8,74.5,71.0,76.8,80.7,has a DeLorean-shaped locker.
190,Erik Charles,199.4,34.0,99.4,69.8,72.3,71.3,70.9,models his hairstyle after George McFly.
191,Nathan Evans,194.6,30.0,86.5,82.4,76.9,69.9,65.1,models his hairstyle after George McFly.
192,Eric Ortiz,165.2,33.8,95.3,85.0,78.0,60.2,67.2,has a DeLorean-shaped locker.
193,James Phillips,193.0,23.0,109.1,74.4,80.5,80.6,75.9,can recite every line from Biff Tannen’s scenes.
194,Cameron Fisher,183.5,33.0,71.3,79.1,77.6,80.3,75.8,can recite every line from Biff Tannen’s scenes.
195,Todd Byrd,193.9,34.5,89.3,79.4,74.6,83.8,62.1,can recite every line from Biff Tannen’s scenes.
196,Steven Gilbert,193.9,33.5,94.8,77.0,80.5,74.1,78.2,trains by skateboarding through Hill Valley’s town square.
197,Eric Kelley,186.2,38.5,99.1,77.7,70.9,73.2,68.1,models his hairstyle after George McFly.
198,Aaron Mitchell,176.0,30.0,94.7,79.4,74.7,70.7,75.6,models his hairstyle after George McFly.
199,Jeffrey Carpenter,181.1,35.0,90.7,74.7,81.6,65.5,83.2,believes Goldie Wilson would’ve made a great football coach.
200,Matthew Marshall,181.3,40.5,82.6,82.3,72.8,79.4,75.7,insists his pre-game playlist includes only Huey Lewis and the News.
201,Jeremy Lewis,177.0,24.5,96.0,80.6,70.3,72.2,76.9,models his hairstyle after George McFly.
202,John Santana,188.0,54.5,71.5,79.6,72.6,73.2,75.6,practices his throws in the parking lot of Twin Pines Mall.
203,Robert Jackson,169.1,29.5,84.3,84.3,77.0,72.7,75.2,practices his throws in the parking lot of Twin Pines Mall.
204,Bradley Robertson,195.9,26.5,83.1,77.7,80.2,78.9,79.7,wears a replica of Marty McFly’s vest during warmups.
205,Mark Rogers,193.7,34.0,95.6,76.9,69.9,73.8,75.6,claims he met Doc Brown in a dream and received football advice.
206,Robert Potter,193.7,29.5,86.8,67.4,77.8,83.0,72.3,believes Goldie Wilson would’ve made a great football coach.
207,Michael Walker,196.7,43.0,109.7,81.6,75.8,70.0,75.2,won his first trophy the same day the clock tower was struck by lightning.
208,Curtis Johnson,180.8,48.7,92.1,81.1,77.0,74.4,74.6,refuses to play unless the stadium clock reads exactly 10:04.
209,David Alvarez,189.2,26.5,90.8,82.2,75.0,75.2,79.4,wears a replica of Marty McFly’s vest during warmups.
210,Samuel Jones,198.4,26.5,109.9,94.4,91.6,70.9,94.6,refuses to play unless the stadium clock reads exactly 10:04.
211,Jason Soto,176.6,40.0,85.4,77.9,69.1,71.9,78.5,models his hairstyle after George McFly.
212,Cory Horton,195.5,52.0,85.8,81.9,75.2,72.7,73.3,refuses to play unless the stadium clock reads exactly 10:04.
213,Johnny Sanchez,197.1,60.0,81.4,80.2,76.0,74.4,74.5,wears a replica of Marty McFly’s vest during warmups.
214,Paul Carrillo,185.0,29.5,97.4,80.0,69.6,74.8,73.7,claims he met Doc Brown in a dream and received football advice.
215,Brian Coleman,168.5,30.5,106.6,70.2,78.2,56.6,52.2,has a DeLorean-shaped locker.
216,Christopher Rubio,178.6,22.5,93.0,76.6,94.4,79.7,93.3,claims he met Doc Brown in a dream and received football advice.
217,Joseph Williams,199.3,45.0,100.9,75.4,75.6,74.1,75.0,believes Goldie Wilson would’ve made a great football coach.
218,David Charles,175.9,36.5,110.6,76.9,73.6,70.8,80.7,won his first trophy the same day the clock tower was struck by lightning.
219,Jesus Solis,165.4,39.5,74.1,79.8,77.4,73.4,69.6,refuses to play unless the stadium clock reads exactly 10:04.
220,Michael Travis,169.3,27.5,71.2,79.2,63.5,75.7,81.5,trains by skateboarding through Hill Valley’s town square.
221,Kyle Dodson,189.9,34.5,64.5,77.6,84.2,76.8,78.9,believes Goldie Wilson would’ve made a great football coach.
222,Steven Salazar,198.5,27.5,76.1,86.5,77.9,79.2,77.6,believes the number 88 brings him good luck.
223,Nathan Wagner,170.7,29.5,66.5,80.7,77.3,76.1,76.6,believes Goldie Wilson would’ve made a great football coach.
224,Ronald Kelley,193.1,30.5,88.4,84.8,73.3,73.9,75.2,insists his pre-game playlist includes only Huey Lewis and the News.
225,Steven Manning,165.0,40.5,95.6,83.5,73.8,74.5,74.6,has a DeLorean-shaped locker.
226,John Green,176.6,34.5,108.3,83.5,67.7,73.7,81.8,won his first trophy the same day the clock tower was struck by lightning.
227,David Walsh,174.0,32.5,95.0,81.2,76.6,75.9,73.4,models his hairstyle after George McFly.
228,Ralph Boyd,194.5,25.5,75.5,88.0,69.3,76.2,53.8,insists his pre-game playlist includes only Huey Lewis and the News.
229,Mark Hill,178.3,32.5,94.6,73.7,73.7,71.2,68.6,can recite every line from Biff Tannen’s scenes.
230,Billy Mitchell,192.9,42.5,76.6,79.4,69.3,70.3,70.9,once tried out for the Hill Valley High Enchantment Under the Sea dance band.
231,Devon Flores,183.7,48.5,104.6,77.8,73.3,75.9,75.7,has a DeLorean-shaped locker.
232,Joshua Taylor,189.8,36.0,105.4,79.3,75.0,71.8,80.4,believes Goldie Wilson would’ve made a great football coach.
233,David Benson,165.3,30.0,81.2,71.8,72.7,78.2,75.3,won his first trophy the same day the clock tower was struck by lightning.
234,Michael Brown,166.5,58.6,88.2,79.1,69.9,78.9,77.2,has a DeLorean-shaped locker.
235,Jason Daniels,177.6,55.0,73.4,81.4,77.1,74.7,71.6,practices his throws in the parking lot of Twin Pines Mall.
